most_info_gvm_print,most_info_gv_emails,most_info_gvm_website,most_info_gv_publications,most_info_media,most_info_wordofmouth_alumni,most_info_socialmedia,most_info_lanthorn,most_info_other,info_text,where_read,num_issues,website_enjoy_likert,website_navigate_likert,website_design_likert,website_connected_likert,website_proud_likert,print_enjoy_likert,print_design_likert,print_connected_likert,print_proud_likert,gvsu_engagement,num_articles,drive_to_website,website_only,website_engagment,website_engagment_text,action_saved_article,action_discussed_article,action_recommended_gv,action_attended_event,action_donated,action_visited_website,action_contacted_classmate,action_shared_article_social_media,action_shared_article_email,action_none,opting,comments,age,relation_alumni,relation_undergrad,relation_grad,relation_family_undergrad,relation_faculty,relation_family_faculty,relation_donor,relation_other,relation_text,avid_reader,key_pop,num_actions
NA,NA,NA,NA,NA,NA,1,NA,1,flyers,I don't read the GVM,0,3,3,3,3,3,3,3,3,3,Neutral,1,Email,No,I don't use the website,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,17-24,NA,1,NA,NA,NA,NA,NA,NA,NA,0-4 articles,Other,1
NA,NA,NA,NA,NA,1,1,NA,NA,NA,I don't read the GVM,0,3,3,3,3,3,3,3,3,3,Neutral,1,Link within printed Issue,No,I don't use the website,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,36-49,NA,NA,NA,1,NA,NA,NA,NA,NA,0-4 articles,Other,1
NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Print issues,1,3,3,4,3,4,2,2,2,3,Disagree,1,Social Media,No,Larger variety of content,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,No,50-65,1,NA,NA,NA,NA,NA,NA,NA,NA,0-4 articles,Alumni over 35,1
NA,NA,NA,NA,NA,NA,1,NA,NA,NA,I don't read the GVM,0,3,3,3,3,3,3,3,3,3,Neutral,0,Email,I don't know/I'm not sure,I don't use the website,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,25-35,1,NA,NA,NA,NA,NA,NA,NA,NA,0-4 articles,Other,1
1,1,NA,NA,NA,NA,NA,NA,NA,NA,Print issues,3,4,3,4,4,5,4,4,5,5,Agree,0,Email,No,I don't use the website,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,36-49,1,NA,NA,NA,NA,NA,NA,NA,NA,0-4 articles,Alumni over 35,2
NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Print issues,2,3,3,3,2,4,5,4,4,4,Agree,0,Social Media,I don't know/I'm not sure,I don't use the website,NA,NA,1,NA,1,NA,NA,NA,NA,1,NA,1,NA,36-49,1,NA,NA,NA,NA,NA,NA,NA,NA,0-4 articles,Alumni over 35,3
1,1,NA,NA,1,NA,NA,NA,NA,NA,Print issues,1,3,3,3,3,3,2,4,3,4,Neutral,1,Email,No,Larger variety of content,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,36-49,1,NA,NA,NA,NA,NA,NA,NA,NA,0-4 articles,Alumni over 35,1
1,NA,NA,NA,NA,1,1,NA,NA,NA,Print issues,3,3,3,3,3,3,5,4,5,5,Agree,0,Email,Yes,I don't use the website,NA,1,1,1,NA,NA,NA,NA,1,NA,NA,1,NA,50-65,1,NA,NA,1,NA,1,NA,NA,NA,0-4 articles,Alumni over 35,4
NA,1,1,NA,NA,1,1,NA,NA,NA,I don't read the GVM,0,3,3,3,3,3,3,3,3,3,Neutral,0,Social Media,No,Larger variety of content,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,25-35,1,NA,NA,NA,NA,NA,NA,NA,NA,0-4 articles,Other,1
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Print issues,0,3,3,3,3,3,4,3,4,3,Disagree,0,Link within printed Issue,No,I don't use the website,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,66+,1,NA,NA,NA,NA,NA,NA,NA,NA,0-4 articles,Alumni over 35,1
1,1,1,NA,NA,NA,NA,NA,NA,NA,Print issues,3,3,3,3,3,3,5,5,5,5,Neutral,2,Email,No,I don't know/I'm not sure,NA,1,1,1,NA,NA,1,NA,NA,NA,NA,1,NA,36-49,1,NA,NA,NA,NA,NA,NA,1,future donor hopefully,0-4 articles,Alumni over 35,4
NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Print issues,3,3,3,3,3,3,5,5,5,5,Agree,15,Email,Yes,I don't use the website,NA,1,1,1,1,NA,NA,1,NA,NA,NA,1,NA,50-65,1,NA,NA,NA,NA,NA,NA,NA,NA,5-10+ Articles,Alumni over 35,5
NA,NA,NA,NA,NA,NA,NA,NA,1,My daughter,Print issues,2,3,3,3,3,3,4,5,4,5,Agree,1,Link within printed Issue,I don't know/I'm not sure,I don't use the website,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,50-65,NA,NA,NA,1,NA,NA,NA,NA,NA,0-4 articles,Other,1
1,1,NA,NA,NA,NA,1,NA,NA,NA,Print issues,1,3,3,3,3,3,5,5,5,5,Agree,0,Email,I don't know/I'm not sure,I don't use the website,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,50-65,NA,NA,NA,1,NA,NA,NA,NA,NA,0-4 articles,Other,3
NA,1,NA,1,1,NA,1,1,NA,NA,Print issues,3,3,4,2,4,4,5,5,5,5,Agree,4,Email,I don't know/I'm not sure,More specific recommendations,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,1,NA,17-24,NA,1,NA,NA,NA,NA,NA,NA,NA,0-4 articles,Other,3
NA,1,NA,NA,NA,NA,NA,NA,NA,NA,Print issues,2,3,3,3,3,3,3,3,3,3,Neutral,3,Email,No,I don't use the website,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,50-65,NA,1,NA,NA,NA,NA,NA,NA,NA,0-4 articles,Other,1
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Print issues,1,3,3,4,3,3,4,4,4,3,Neutral,0,Social Media,Yes,I don't know/I'm not sure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,"Save the paper, I would read it in digital format.",50-65,NA,NA,NA,1,NA,NA,NA,1,Family member of former student,0-4 articles,Other,1
NA,1,NA,NA,NA,NA,1,NA,NA,NA,GVM Website,1,4,4,3,5,4,5,3,4,4,Neutral,5,Email,No,I don't know/I'm not sure,NA,NA,1,1,1,NA,1,NA,NA,NA,NA,2,NA,17-24,NA,1,NA,NA,NA,NA,NA,NA,NA,5-10+ Articles,Other,4
1,1,NA,NA,NA,NA,NA,NA,1,NA,Print issues,1,3,3,3,3,3,4,5,4,5,Agree,0,Email,No,I don't use the website,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,25-35,1,NA,NA,NA,NA,NA,NA,NA,NA,0-4 articles,Other,1
NA,1,NA,NA,NA,NA,NA,NA,NA,NA,GVM Website,0,4,4,4,4,4,3,3,3,3,Agree,5,Email,Yes,I don't know/I'm not sure,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2,NA,50-65,NA,NA,NA,1,NA,NA,NA,NA,NA,5-10+ Articles,Other,1
NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Print issues,3,1,3,3,3,3,5,5,4,4,Neutral,0,Email,No,I don't use the website,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,50-65,NA,NA,NA,1,NA,NA,NA,NA,NA,0-4 articles,Other,1
NA,1,1,NA,NA,NA,1,NA,NA,NA,Both,3,5,5,5,5,5,5,5,5,5,Agree,15,Email,Yes,It is currently engaging,NA,NA,NA,1,NA,NA,1,NA,1,NA,NA,2,NA,36-49,1,NA,NA,NA,NA,NA,NA,NA,NA,5-10+ Articles,Alumni over 35,3
NA,1,NA,NA,NA,NA,1,NA,NA,NA,I don't read the GVM,0,3,3,3,3,3,3,3,3,3,Agree,0,Social Media,I don't know/I'm not sure,Larger variety of content,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,17-24,NA,1,NA,NA,NA,NA,NA,NA,NA,0-4 articles,Other,1
NA,1,NA,NA,NA,NA,NA,NA,NA,NA,I don't read the GVM,0,3,3,3,3,3,3,3,3,3,Neutral,0,Email,No,I don't use the website,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,17-24,NA,1,NA,NA,NA,NA,NA,NA,NA,0-4 articles,Other,1
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Print issues,2,3,3,3,3,3,5,5,5,5,Disagree,0,Email,Yes,I don't use the website,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,2,NA,50-65,1,NA,NA,NA,NA,NA,NA,NA,NA,0-4 articles,Alumni over 35,2
1,1,1,1,1,1,1,NA,NA,NA,Print issues,0,3,3,3,3,3,4,2,5,5,Neutral,0,Word of Mouth,No,More specific recommendations,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,Always liked the covers,25-35,1,NA,NA,NA,NA,NA,NA,NA,NA,0-4 articles,Other,3
NA,1,NA,NA,NA,NA,1,NA,NA,NA,GVM Website,0,1,5,5,5,5,5,5,5,5,Agree,4,Social Media,Yes,Larger variety of content,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,No,36-49,1,NA,NA,NA,NA,NA,NA,NA,NA,0-4 articles,Alumni over 35,1
NA,1,1,NA,NA,NA,1,NA,NA,NA,GVM Website,2,4,4,4,3,4,3,4,4,3,Neutral,4,Email,Yes,I don't know/I'm not sure,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,50-65,1,NA,NA,NA,NA,NA,NA,NA,NA,0-4 articles,Alumni over 35,1
NA,NA,NA,NA,NA,NA,NA,NA,1,I don't,I don't read the GVM,0,3,3,3,3,3,1,1,1,1,Disagree,0,NA,I don't know/I'm not sure,I don't use the website,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,Please stop sending the magazine,25-35,1,NA,NA,NA,NA,NA,NA,NA,NA,0-4 articles,Other,1
NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Print issues,3,3,3,3,3,3,4,4,3,3,Neutral,0,NA,I don't know/I'm not sure,I don't use the website,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,50-65,NA,NA,NA,NA,1,NA,NA,NA,NA,0-4 articles,Other,1
NA,NA,NA,NA,NA,1,NA,NA,NA,NA,I don't read the GVM,0,3,3,3,3,3,3,3,3,3,Disagree,0,Word of Mouth,I don't know/I'm not sure,I don't use the website,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,I have no interest.,25-35,NA,NA,1,NA,NA,NA,NA,NA,NA,0-4 articles,Other,1
NA,1,NA,NA,NA,NA,NA,NA,NA,NA,Both,3,4,5,4,5,5,5,5,5,5,Neutral,4,Email,Yes,It is currently engaging,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,NA,36-49,1,NA,NA,NA,NA,NA,NA,NA,NA,0-4 articles,Alumni over 35,1
1,1,NA,NA,NA,NA,NA,NA,NA,NA,Print issues,3,3,3,3,3,3,4,5,4,4,Neutral,0,Email,No,I don't use the website,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,36-49,1,NA,NA,NA,1,NA,NA,NA,NA,0-4 articles,Alumni over 35,1
NA,1,NA,NA,NA,NA,NA,NA,NA,NA,I don't read the GVM,0,2,3,3,3,3,3,3,3,3,Disagree,0,Email,I don't know/I'm not sure,I don't use the website,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,36-49,1,NA,NA,NA,1,NA,NA,NA,NA,0-4 articles,Alumni over 35,1
NA,1,NA,NA,1,1,1,NA,NA,NA,I don't read the GVM,1,3,3,3,3,3,2,2,2,2,Neutral,0,Email,No,I don't use the website,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,50-65,1,NA,NA,NA,1,NA,NA,NA,NA,0-4 articles,Alumni over 35,1
1,1,NA,NA,NA,NA,1,NA,NA,NA,GVM Website,1,4,4,4,5,4,4,4,4,4,Agree,3,Email,Yes,Easier navigation,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,50-65,NA,NA,NA,1,NA,NA,NA,NA,NA,0-4 articles,Other,1
1,1,1,1,NA,NA,NA,NA,NA,NA,Both,2,5,5,5,5,5,5,5,5,5,Agree,15,Link within printed Issue,Yes,It is currently engaging,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,1,"If it's economically viable, I think the print version is useful and valuable. Not everyone has access to the net, not everyone can afford access. A car club I belong to does both; you opt in, or out, of print, but everyone gets web content.",66+,1,NA,NA,NA,NA,NA,1,1,Retired staff,5-10+ Articles,Alumni over 35,3
1,1,NA,NA,NA,NA,1,NA,NA,NA,Print issues,1,3,3,3,3,3,5,5,5,5,Neutral,0,Email,I don't know/I'm not sure,I don't use the website,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,36-49,1,NA,NA,NA,NA,NA,NA,NA,NA,0-4 articles,Alumni over 35,2
1,1,NA,NA,NA,NA,NA,NA,NA,NA,Both,3,3,3,3,4,4,5,5,5,5,Agree,3,Email,I don't know/I'm not sure,Larger variety of content,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,36-49,1,NA,NA,NA,1,NA,1,NA,NA,0-4 articles,Alumni over 35,2
NA,1,NA,NA,NA,NA,NA,NA,NA,NA,Print issues,1,3,3,4,4,3,4,4,4,3,Neutral,1,Email,No,I don't know/I'm not sure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,50-65,NA,1,NA,NA,NA,NA,NA,NA,NA,0-4 articles,Other,1
NA,1,NA,NA,NA,NA,NA,NA,NA,NA,GVM Website,0,1,5,1,1,1,3,3,3,3,Neutral,6,Word of Mouth,Yes,Other,less liberal,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2,gvsu is way too politically involved/biased greatly to the left.,17-24,NA,1,NA,NA,NA,NA,NA,NA,NA,5-10+ Articles,Other,1
NA,1,1,1,NA,NA,1,NA,NA,NA,Both,1,4,5,5,3,5,4,5,3,5,Neutral,4,Email,Yes,Larger variety of content,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,NA,36-49,1,NA,NA,NA,1,NA,NA,NA,NA,0-4 articles,Alumni over 35,2
1,1,NA,NA,NA,NA,1,NA,NA,NA,Print issues,3,3,3,3,3,3,4,5,5,4,Neutral,0,Social Media,No,I don't know/I'm not sure,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,1,NA,36-49,1,NA,NA,NA,1,NA,NA,NA,NA,0-4 articles,Alumni over 35,2
NA,1,NA,1,NA,NA,NA,1,NA,NA,GVM Website,2,4,5,5,4,4,4,4,4,4,Neutral,6,Email,Yes,It is currently engaging,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,2,NA,36-49,NA,NA,NA,NA,1,NA,NA,NA,NA,5-10+ Articles,Other,2
NA,1,1,NA,NA,NA,1,1,NA,NA,Print issues,2,3,4,4,3,3,5,5,5,5,Neutral,2,Email,No,I don't know/I'm not sure,NA,NA,NA,NA,1,NA,1,NA,NA,NA,1,2,NA,25-35,NA,NA,1,NA,NA,NA,NA,NA,NA,0-4 articles,Other,3
NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Both,2,3,3,3,3,3,3,3,3,3,Neutral,3,Social Media,No,Larger variety of content,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,50-65,NA,NA,NA,1,NA,NA,NA,NA,NA,0-4 articles,Other,1
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Print issues,3,1,3,2,1,1,1,1,1,1,Agree,3,Social Media,I don't know/I'm not sure,I don't know/I'm not sure,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,25-35,1,NA,NA,NA,1,NA,NA,NA,NA,0-4 articles,Other,1
1,NA,NA,NA,NA,NA,1,NA,NA,NA,Print issues,3,3,3,3,3,3,5,5,5,5,Neutral,0,Link within printed Issue,I don't know/I'm not sure,I don't use the website,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,36-49,1,NA,NA,NA,NA,NA,NA,NA,NA,0-4 articles,Alumni over 35,3
1,1,NA,NA,NA,NA,NA,NA,NA,NA,GVM Website,1,5,5,5,5,5,3,4,2,3,Agree,3,Email,Yes,It is currently engaging,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2,NA,36-49,1,NA,NA,NA,NA,NA,NA,NA,NA,0-4 articles,Alumni over 35,1
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Print issues,3,3,3,3,3,3,5,5,5,5,Agree,1,Social Media,Yes,I don't use the website,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,36-49,1,NA,NA,NA,NA,NA,NA,NA,NA,0-4 articles,Alumni over 35,2
NA,1,NA,NA,NA,NA,NA,NA,NA,NA,I don't read the GVM,0,3,4,4,3,3,4,4,3,3,Agree,3,Email,No,It is currently engaging,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,17-24,NA,1,NA,NA,NA,NA,NA,NA,NA,0-4 articles,Other,1
NA,1,NA,NA,NA,NA,NA,NA,NA,NA,I don't read the GVM,0,3,3,3,3,3,3,3,3,3,Neutral,0,Email,No,I don't use the website,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,17-24,NA,1,NA,NA,NA,NA,NA,NA,NA,0-4 articles,Other,1
NA,1,NA,NA,NA,NA,NA,NA,NA,NA,Both,2,4,4,4,5,5,5,4,5,5,Agree,7,Social Media,No,I don't know/I'm not sure,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,1,NA,36-49,NA,NA,NA,1,NA,NA,NA,NA,NA,5-10+ Articles,Other,2
NA,1,NA,NA,NA,1,1,NA,NA,NA,I don't read the GVM,0,4,3,3,4,3,5,5,4,4,Neutral,2,Social Media,Yes,It is currently engaging,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,1,no,17-24,NA,1,NA,NA,NA,NA,NA,NA,NA,0-4 articles,Other,2
1,1,NA,NA,NA,NA,1,NA,NA,NA,Both,3,4,3,3,4,3,5,5,5,5,Neutral,5,Email,No,It is currently engaging,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,1,NA,36-49,1,NA,NA,NA,NA,NA,NA,NA,NA,5-10+ Articles,Alumni over 35,3
NA,1,NA,NA,NA,NA,NA,NA,NA,NA,I don't read the GVM,0,3,3,3,3,3,3,3,3,3,Neutral,0,Email,No,I don't use the website,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,17-24,NA,1,NA,NA,NA,NA,NA,NA,NA,0-4 articles,Other,1
1,1,NA,NA,NA,NA,NA,NA,NA,NA,Both,2,4,4,5,4,5,5,4,5,5,Agree,7,NA,No,I don't know/I'm not sure,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,1,NA,25-35,NA,NA,NA,NA,1,NA,NA,NA,NA,5-10+ Articles,Other,3
1,1,NA,NA,1,NA,1,NA,NA,NA,Print issues,3,2,5,3,3,4,5,5,5,5,Agree,3,Social Media,No,I don't use the website,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,66+,1,NA,NA,NA,1,NA,1,NA,NA,0-4 articles,Alumni over 35,2
NA,NA,NA,NA,NA,NA,1,NA,NA,NA,GVM Website,0,5,4,4,2,4,3,2,4,4,Agree,3,Email,I don't know/I'm not sure,More specific recommendations,NA,NA,1,1,1,NA,1,NA,1,1,NA,2,no.,17-24,NA,1,NA,NA,NA,NA,NA,NA,NA,0-4 articles,Other,6
NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Both,2,4,5,4,3,4,3,4,3,4,Neutral,4,Social Media,Yes,I don't know/I'm not sure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,50-65,NA,NA,NA,1,NA,NA,NA,NA,NA,0-4 articles,Other,1
NA,NA,NA,NA,NA,NA,1,NA,NA,NA,I don't read the GVM,0,3,3,3,3,3,4,4,4,4,Neutral,1,Social Media,Yes,Larger variety of content,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2,NA,17-24,NA,1,NA,NA,NA,NA,NA,NA,NA,0-4 articles,Other,1
NA,NA,NA,NA,NA,NA,1,NA,NA,NA,I don't read the GVM,0,3,4,4,4,5,2,1,3,5,Neutral,15,Social Media,No,More specific recommendations,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,36-49,NA,NA,NA,1,NA,NA,NA,NA,NA,5-10+ Articles,Other,1
1,NA,NA,NA,NA,NA,1,NA,NA,NA,Print issues,3,3,3,3,3,3,3,3,3,3,Agree,0,Link within printed Issue,I don't know/I'm not sure,I don't use the website,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,50-65,1,NA,NA,NA,NA,NA,NA,NA,NA,0-4 articles,Alumni over 35,2
1,1,NA,NA,NA,NA,NA,NA,NA,NA,GVM Website,0,4,5,5,4,4,3,5,4,4,Agree,5,Email,Yes,It is currently engaging,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,66+,NA,NA,NA,NA,1,NA,NA,NA,NA,5-10+ Articles,Other,1
NA,NA,NA,NA,NA,NA,NA,NA,1,Not Interested.,I don't read the GVM,3,1,1,1,1,1,1,1,1,1,Disagree,0,NA,I don't know/I'm not sure,I don't use the website,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,Remove me from you mailing list.,50-65,1,NA,NA,NA,NA,NA,NA,NA,NA,0-4 articles,Alumni over 35,1
1,1,NA,NA,NA,NA,NA,NA,NA,NA,Both,2,4,4,4,4,4,5,5,5,5,Agree,6,Link within printed Issue,I don't know/I'm not sure,Easier navigation,NA,1,1,1,NA,1,1,NA,NA,NA,NA,1,NA,50-65,1,NA,NA,NA,NA,NA,NA,NA,NA,5-10+ Articles,Alumni over 35,5
NA,1,NA,NA,NA,NA,1,NA,NA,NA,Print issues,2,3,3,3,3,3,4,4,3,4,Neutral,1,Email,No,I don't use the website,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,I enjoy skimming through mailed magazines and have kept issues where my family has been published on but I understand making sustainable changes 💙,25-35,1,NA,NA,NA,NA,NA,NA,NA,NA,0-4 articles,Other,1
NA,1,NA,NA,NA,NA,NA,NA,NA,NA,I don't read the GVM,0,3,3,3,3,3,3,3,3,3,Neutral,0,Email,No,I don't know/I'm not sure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,No,50-65,NA,NA,NA,1,NA,NA,NA,NA,NA,0-4 articles,Other,1
1,1,NA,NA,NA,NA,NA,NA,NA,NA,Print issues,2,3,3,3,3,3,4,5,5,4,Agree,0,Email,I don't know/I'm not sure,I don't use the website,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,25-35,NA,NA,1,NA,NA,NA,NA,NA,NA,0-4 articles,Other,1
NA,1,NA,NA,NA,NA,NA,NA,NA,NA,Print issues,1,3,3,4,5,5,4,5,4,3,Neutral,1,Link within printed Issue,Yes,I don't know/I'm not sure,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,50-65,1,NA,NA,NA,NA,NA,NA,NA,NA,0-4 articles,Alumni over 35,1
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Print issues,3,3,3,3,3,3,5,5,5,5,Agree,0,Link within printed Issue,No,I don't use the website,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,"No,not now.",66+,1,NA,NA,NA,NA,NA,1,NA,NA,0-4 articles,Alumni over 35,2
NA,1,NA,NA,NA,1,1,NA,NA,NA,Print issues,3,1,3,3,3,3,4,5,4,4,Agree,0,Email,No,I don't use the website,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,25-35,1,NA,NA,NA,NA,NA,NA,NA,NA,0-4 articles,Other,2
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Print issues,3,3,3,3,3,3,5,5,5,5,Neutral,0,Email,I don't know/I'm not sure,I don't use the website,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,36-49,1,NA,NA,NA,NA,NA,NA,NA,NA,0-4 articles,Alumni over 35,1
1,1,NA,NA,NA,NA,NA,NA,NA,NA,Print issues,2,3,3,3,3,3,5,5,5,5,Neutral,2,Email,I don't know/I'm not sure,I don't know/I'm not sure,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,1,None,66+,1,NA,NA,NA,NA,NA,1,NA,NA,0-4 articles,Alumni over 35,2
1,1,1,1,NA,1,1,NA,NA,NA,Both,2,3,3,3,3,3,4,4,4,3,Agree,15,Email,Yes,It is currently engaging,NA,1,1,NA,NA,1,1,NA,NA,NA,NA,2,I am happy to move to a digital method to save university money.,36-49,1,NA,NA,NA,1,NA,NA,NA,NA,5-10+ Articles,Alumni over 35,4
NA,1,NA,NA,NA,NA,NA,NA,NA,NA,I don't read the GVM,0,3,3,3,3,3,3,3,3,3,Agree,0,Social Media,No,I don't use the website,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,17-24,NA,1,NA,NA,NA,NA,NA,NA,NA,0-4 articles,Other,1
1,1,NA,NA,NA,NA,1,NA,NA,NA,Print issues,1,3,3,3,3,3,4,5,3,3,Neutral,0,Social Media,I don't know/I'm not sure,I don't use the website,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,17-24,NA,1,NA,NA,NA,NA,NA,NA,NA,0-4 articles,Other,1
NA,1,1,NA,NA,NA,1,NA,NA,NA,Print issues,2,4,4,3,5,5,5,5,5,5,Neutral,9,Social Media,No,I don't know/I'm not sure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,50-65,1,NA,NA,NA,NA,NA,NA,NA,NA,5-10+ Articles,Alumni over 35,1
1,1,NA,NA,1,1,NA,NA,NA,NA,Print issues,2,3,3,3,4,3,4,4,4,4,Agree,3,Link within printed Issue,No,It is currently engaging,NA,NA,1,1,1,NA,1,1,1,NA,NA,1,NA,36-49,1,NA,NA,NA,NA,NA,NA,NA,NA,0-4 articles,Alumni over 35,6
1,1,NA,NA,NA,NA,1,NA,NA,NA,Both,2,3,3,3,5,4,5,5,5,5,Agree,5,Email,No,Easier navigation,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,1,NA,36-49,1,NA,NA,NA,NA,NA,NA,NA,NA,5-10+ Articles,Alumni over 35,2
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Print issues,2,3,3,3,3,3,5,5,5,5,Agree,0,Email,I don't know/I'm not sure,Other,NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,1,NA,50-65,1,NA,NA,NA,NA,NA,NA,NA,NA,0-4 articles,Alumni over 35,3
1,1,NA,NA,NA,NA,NA,NA,NA,NA,Print issues,3,2,2,2,2,2,5,5,5,5,Agree,1,Email,I don't know/I'm not sure,I don't use the website,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,50-65,1,NA,1,NA,NA,NA,NA,1,"former adjunct, former alumni board VP",0-4 articles,Alumni over 35,4
1,1,1,NA,NA,1,NA,NA,NA,NA,Both,3,3,3,3,3,4,4,3,4,4,Neutral,9,Email,No,I don't know/I'm not sure,NA,NA,NA,NA,1,NA,NA,NA,1,1,NA,1,NA,50-65,1,NA,NA,NA,1,NA,1,NA,NA,5-10+ Articles,Alumni over 35,3
1,1,NA,NA,NA,NA,NA,NA,NA,NA,Print issues,2,3,3,3,3,3,4,4,4,4,Neutral,3,Email,I don't know/I'm not sure,I don't use the website,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,36-49,1,NA,NA,NA,NA,NA,NA,NA,NA,0-4 articles,Alumni over 35,1
