most_info_gvm_print,most_info_gv_emails,most_info_gvm_website,most_info_gv_publications,most_info_media,most_info_wordofmouth_alumni,most_info_socialmedia,most_info_lanthorn,most_info_other,info_text,where_read,num_issues,website_enjoy_likert,website_navigate_likert,website_design_likert,website_connected_likert,website_proud_likert,print_enjoy_likert,print_design_likert,print_connected_likert,print_proud_likert,gvsu_engagement,num_articles,drive_to_website,website_only,website_engagment,website_engagment_text,action_saved_article,action_discussed_article,action_recommended_gv,action_attended_event,action_donated,action_visited_website,action_contacted_classmate,action_shared_article_social_media,action_shared_article_email,action_none,opting,comments,age,relation_alumni,relation_undergrad,relation_grad,relation_family_undergrad,relation_faculty,relation_family_faculty,relation_donor,relation_other,relation_text,avid_reader,key_pop,num_actions
NA,1,NA,NA,NA,NA,NA,NA,NA,NA,GVM Website,0,3,4,4,3,3,3,3,3,3,Disagree,1,Email,No,I don't know/I'm not sure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,25-35,NA,1,NA,NA,NA,NA,NA,NA,NA,0-4 articles,Other,1
NA,1,1,NA,NA,NA,NA,NA,NA,NA,I don't read the GVM,0,3,3,3,3,3,3,3,3,3,Neutral,0,Email,No,I don't use the website,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,17-24,NA,1,NA,NA,NA,NA,NA,NA,NA,0-4 articles,Other,1
1,1,NA,NA,NA,NA,NA,NA,NA,NA,Both,3,5,4,5,5,5,5,5,5,5,Agree,7,Email,Yes,Larger variety of content,NA,1,1,1,NA,NA,NA,NA,NA,1,NA,1,Keep up the good work you do,50-65,NA,NA,NA,NA,1,NA,NA,NA,NA,5-10+ Articles,Other,4
1,NA,NA,NA,NA,NA,1,NA,NA,NA,Print issues,3,3,2,5,5,5,5,5,5,5,Agree,0,Email,I don't know/I'm not sure,I don't use the website,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,I don't visit the website to read but was forced to answer those questions on the survey to be able to submit.,25-35,1,NA,NA,NA,NA,NA,NA,NA,NA,0-4 articles,Other,1
1,1,NA,NA,NA,1,1,NA,NA,NA,Both,1,4,4,4,4,5,3,4,3,5,Neutral,6,Social Media,Yes,Easier navigation,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,50-65,NA,NA,NA,NA,1,NA,NA,NA,NA,5-10+ Articles,Other,1
NA,NA,NA,NA,1,NA,NA,NA,NA,NA,I don't read the GVM,0,3,3,3,3,3,1,1,1,1,Disagree,1,NA,Yes,I don't use the website,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,50-65,1,NA,NA,NA,NA,NA,NA,NA,NA,0-4 articles,Alumni over 35,1
NA,1,1,NA,NA,1,1,NA,NA,NA,GVM Website,0,3,3,3,4,3,3,3,3,3,Agree,5,Email,Yes,It is currently engaging,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,2,NA,17-24,NA,NA,1,NA,1,NA,NA,NA,NA,5-10+ Articles,Other,3
NA,1,NA,NA,NA,NA,1,NA,NA,NA,Print issues,3,3,3,3,4,4,4,4,4,4,Agree,3,Social Media,Yes,More specific recommendations,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,50-65,NA,NA,NA,1,NA,NA,NA,NA,NA,0-4 articles,Other,1
NA,1,NA,NA,NA,NA,NA,NA,NA,NA,GVM Website,0,3,4,4,5,3,3,3,3,3,Agree,5,NA,Yes,I don't know/I'm not sure,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,17-24,NA,1,NA,NA,NA,NA,NA,NA,NA,5-10+ Articles,Other,1
1,1,1,NA,NA,NA,NA,NA,NA,NA,Both,2,4,4,4,3,4,4,4,3,4,Neutral,5,Email,No,I don't know/I'm not sure,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,1,NA,36-49,NA,NA,NA,NA,1,NA,NA,NA,NA,5-10+ Articles,Other,2
1,1,NA,NA,NA,1,1,NA,NA,NA,Both,3,4,3,5,5,5,5,3,5,5,Agree,9,Email,No,Easier navigation,NA,NA,1,NA,1,NA,1,NA,1,NA,NA,1,NA,50-65,1,NA,NA,1,NA,NA,1,NA,NA,5-10+ Articles,Alumni over 35,4
NA,1,NA,NA,NA,NA,NA,NA,NA,NA,GVM Website,0,5,5,5,5,5,3,3,3,3,Agree,5,Email,Yes,I don't know/I'm not sure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,50-65,NA,NA,NA,1,NA,NA,NA,NA,NA,5-10+ Articles,Other,1
1,1,NA,NA,NA,NA,NA,NA,NA,NA,Print issues,3,3,3,4,3,4,4,4,4,4,Neutral,0,NA,No,I don't use the website,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,50-65,NA,NA,NA,1,NA,NA,NA,NA,NA,0-4 articles,Other,1
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,I don't read the GVM,1,3,2,3,3,3,3,3,3,3,Neutral,0,NA,No,Larger variety of content,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,17-24,NA,1,NA,NA,NA,NA,NA,NA,NA,0-4 articles,Other,1
1,1,NA,NA,NA,NA,NA,NA,NA,NA,Print issues,3,3,3,3,3,3,4,4,4,4,Neutral,4,Email,No,I don't know/I'm not sure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,66+,NA,NA,NA,1,NA,NA,NA,NA,NA,0-4 articles,Other,1
NA,NA,NA,1,1,NA,NA,NA,NA,NA,Print issues,3,3,3,3,3,3,3,3,3,3,Neutral,1,Email,No,I don't use the website,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,no,66+,NA,NA,NA,1,NA,NA,NA,NA,NA,0-4 articles,Other,1
NA,1,NA,NA,NA,NA,1,NA,NA,NA,Print issues,1,3,3,3,3,3,3,4,3,4,Neutral,0,Social Media,No,I don't know/I'm not sure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,36-49,NA,NA,NA,1,NA,NA,NA,NA,NA,0-4 articles,Other,1
NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Print issues,3,3,3,5,4,5,5,5,5,5,Neutral,8,Email,I don't know/I'm not sure,Larger variety of content,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,50-65,1,NA,NA,NA,NA,NA,NA,NA,NA,5-10+ Articles,Alumni over 35,1
NA,1,1,NA,NA,NA,NA,NA,NA,NA,GVM Website,0,5,5,5,5,5,3,3,3,3,Neutral,5,Email,Yes,Larger variety of content,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,66+,NA,NA,NA,1,NA,NA,NA,NA,NA,5-10+ Articles,Other,1
NA,1,NA,NA,NA,NA,NA,NA,NA,NA,GVM Website,0,4,5,5,3,3,1,3,3,3,Agree,3,Email,Yes,I don't know/I'm not sure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,50-65,NA,1,NA,NA,NA,NA,NA,NA,NA,0-4 articles,Other,1
1,1,NA,NA,NA,1,NA,NA,NA,NA,Print issues,3,3,5,5,4,4,5,5,4,5,Neutral,1,Email,I don't know/I'm not sure,Other,"This is a hard one as I do believe that the website is easy to navigate but personally, I prefer to read things in print. With so much being digital now-days, it is nice to get something tangible to hold and read. At the same time I also understand the cost that goes into printing the magazine and why the push for digital is a cost and time saver.",1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,"I feel in the coming years as the next few generations grow up and get burnt out on how digital everything is; I see a resurgence of the print and tangible coming back more so than it currently is. As wonderful and useful digital is, there is a magic to receiving and interacting with something physical that get lost in digital. After all, we are physical beings who enjoy physical experiences.",25-35,1,NA,NA,NA,NA,NA,NA,NA,NA,0-4 articles,Other,2
NA,1,NA,NA,1,NA,NA,NA,NA,NA,GVM Website,0,4,4,4,4,4,1,1,1,1,Neutral,6,Link within printed Issue,Yes,It is currently engaging,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,Thank you for saving the college money by not sending printed materials!!,50-65,1,NA,NA,NA,NA,NA,NA,NA,NA,5-10+ Articles,Alumni over 35,1
NA,1,NA,NA,NA,NA,NA,NA,NA,NA,I don't read the GVM,0,3,3,3,2,3,3,3,2,3,Disagree,0,Email,No,I don't use the website,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,25-35,NA,NA,NA,NA,1,NA,NA,NA,NA,0-4 articles,Other,1
NA,1,NA,NA,NA,NA,NA,NA,NA,NA,Print issues,2,4,5,3,3,4,3,2,3,3,Neutral,2,Email,No,More specific recommendations,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,2,NA,17-24,NA,1,NA,NA,NA,NA,NA,NA,NA,0-4 articles,Other,3
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Print issues,1,3,3,3,3,3,3,3,3,3,Neutral,0,Email,No,I don't know/I'm not sure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,50-65,1,NA,NA,NA,NA,NA,NA,NA,NA,0-4 articles,Alumni over 35,1
NA,1,1,NA,NA,1,1,NA,NA,NA,GVM Website,0,5,5,4,4,4,3,3,3,3,Neutral,8,Email,Yes,It is currently engaging,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,2,NA,50-65,NA,NA,NA,1,NA,NA,NA,NA,NA,5-10+ Articles,Other,3
NA,1,NA,NA,1,NA,1,NA,NA,NA,Print issues,2,3,3,3,3,3,4,5,5,5,Agree,0,Social Media,No,I don't use the website,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,17-24,NA,1,NA,NA,NA,NA,NA,NA,NA,0-4 articles,Other,2
NA,1,NA,NA,NA,NA,NA,NA,NA,NA,Print issues,3,3,3,3,3,3,4,5,4,5,Neutral,0,Email,Yes,Larger variety of content,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,25-35,1,NA,NA,1,NA,NA,NA,NA,NA,0-4 articles,Other,1
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Print issues,2,3,3,3,3,3,5,5,5,5,Agree,1,Word of Mouth,I don't know/I'm not sure,I don't use the website,NA,1,1,1,1,1,NA,NA,NA,1,NA,1,NA,66+,NA,NA,NA,1,NA,NA,NA,NA,NA,0-4 articles,Other,6
1,1,NA,NA,NA,NA,NA,NA,NA,NA,Both,3,5,5,5,5,5,5,5,5,5,Agree,4,Email,No,Larger variety of content,NA,1,1,NA,NA,NA,1,1,NA,1,NA,1,NA,50-65,NA,NA,NA,1,NA,NA,NA,NA,NA,0-4 articles,Other,5
NA,1,NA,1,NA,1,NA,1,NA,NA,I don't read the GVM,0,3,3,3,3,3,3,3,3,3,Neutral,4,Email,Yes,I don't know/I'm not sure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,50-65,1,NA,NA,NA,1,NA,NA,NA,NA,0-4 articles,Alumni over 35,1
1,1,NA,NA,NA,NA,1,NA,NA,NA,Print issues,2,3,3,3,3,3,5,5,5,5,Neutral,0,Link within printed Issue,Yes,I don't use the website,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,No,25-35,1,NA,NA,NA,NA,NA,NA,NA,NA,0-4 articles,Other,2
1,1,NA,NA,NA,1,NA,NA,NA,NA,Print issues,2,4,4,4,5,5,4,4,5,5,Neutral,2,Social Media,No,I don't know/I'm not sure,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,36-49,1,NA,NA,NA,NA,NA,NA,NA,NA,0-4 articles,Alumni over 35,3
NA,1,NA,NA,NA,NA,1,NA,NA,NA,I don't read the GVM,0,3,3,3,3,3,3,3,3,3,Agree,0,Email,No,I don't use the website,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,17-24,NA,1,NA,NA,NA,NA,NA,NA,NA,0-4 articles,Other,1
NA,1,NA,NA,NA,NA,1,1,NA,NA,GVM Website,0,1,4,4,2,1,5,4,4,4,Neutral,2,Social Media,I don't know/I'm not sure,I don't know/I'm not sure,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,17-24,NA,1,NA,NA,NA,NA,NA,NA,NA,0-4 articles,Other,1
NA,1,NA,NA,NA,NA,NA,NA,NA,NA,Print issues,2,3,3,3,3,3,3,4,3,3,Disagree,0,Email,No,I don't use the website,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,50-65,NA,NA,NA,NA,1,NA,NA,NA,NA,0-4 articles,Other,1
1,1,NA,NA,1,NA,NA,NA,NA,NA,Print issues,3,4,4,4,5,5,5,5,5,5,Agree,6,Link within printed Issue,I don't know/I'm not sure,It is currently engaging,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,1,I prefer PRINT!,66+,1,NA,NA,NA,NA,NA,NA,NA,NA,5-10+ Articles,Alumni over 35,3
NA,1,NA,NA,NA,NA,NA,NA,NA,NA,Both,1,2,3,3,2,3,2,3,2,2,Disagree,3,Email,No,I don't know/I'm not sure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,50-65,NA,NA,NA,NA,1,NA,NA,NA,NA,0-4 articles,Other,1
1,1,NA,NA,NA,NA,NA,NA,NA,NA,Both,3,3,3,3,3,3,4,5,5,5,Neutral,2,Email,No,I don't know/I'm not sure,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,36-49,1,NA,NA,NA,NA,NA,NA,NA,NA,0-4 articles,Alumni over 35,2
NA,1,1,1,NA,NA,NA,NA,NA,NA,GVM Website,0,4,4,5,5,5,3,3,3,3,Agree,15,Email,Yes,I don't know/I'm not sure,NA,NA,1,1,1,NA,NA,NA,1,1,NA,2,NA,50-65,NA,NA,NA,NA,1,NA,NA,NA,NA,5-10+ Articles,Other,5
1,1,1,NA,NA,NA,NA,NA,NA,NA,Print issues,3,3,2,4,3,4,5,5,4,4,Neutral,5,Email,Yes,Larger variety of content,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,1,NA,36-49,NA,NA,NA,1,NA,NA,NA,NA,NA,5-10+ Articles,Other,3
NA,1,1,NA,NA,NA,1,NA,NA,NA,GVM Website,3,5,5,5,3,5,3,5,3,3,Neutral,15,Email,Yes,I don't know/I'm not sure,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,n/a,50-65,NA,NA,NA,NA,1,NA,NA,NA,NA,5-10+ Articles,Other,1
NA,1,NA,NA,NA,NA,1,NA,NA,NA,I don't read the GVM,0,3,3,3,3,3,3,3,3,3,Neutral,0,Social Media,No,I don't know/I'm not sure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,17-24,NA,1,NA,NA,NA,NA,NA,NA,NA,0-4 articles,Other,1
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Print issues,3,2,3,3,3,3,5,5,5,5,Agree,0,Link within printed Issue,I don't know/I'm not sure,I don't use the website,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,1,The parking situation on the campus make it difficult to attend events,66+,NA,NA,NA,NA,1,NA,1,NA,NA,0-4 articles,Other,4
NA,1,NA,NA,NA,1,1,NA,NA,NA,I don't read the GVM,0,3,3,3,3,3,3,3,3,3,Neutral,2,Email,No,I don't use the website,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,2,NA,17-24,NA,1,NA,NA,NA,NA,NA,NA,NA,0-4 articles,Other,2
NA,1,1,NA,NA,NA,NA,NA,NA,NA,Both,3,3,3,4,4,5,3,3,4,5,Neutral,5,Email,Yes,I don't know/I'm not sure,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,send me a postcard with a QR code to open up the GVM.,66+,1,NA,NA,NA,NA,NA,1,NA,NA,5-10+ Articles,Alumni over 35,1
NA,1,NA,NA,NA,1,NA,NA,NA,NA,Both,2,3,4,4,4,4,4,5,5,4,Agree,6,Email,Yes,I don't know/I'm not sure,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,2,NA,50-65,NA,NA,NA,1,NA,NA,NA,NA,NA,5-10+ Articles,Other,2
1,NA,NA,NA,NA,NA,1,NA,NA,NA,Print issues,3,3,3,3,3,3,4,4,4,4,Neutral,1,Email,Yes,Other,I actually didn't realize the site had all of the articles until just now. The layout reminds me more of a blog than a magazine,NA,1,NA,NA,NA,1,1,NA,NA,NA,1,Just promoting the website might be a big help - I didn't know it was there.,36-49,1,NA,NA,NA,NA,NA,NA,NA,NA,0-4 articles,Alumni over 35,3
1,NA,1,NA,NA,NA,NA,NA,NA,NA,Both,2,3,2,2,3,4,5,4,5,4,Neutral,6,Link within printed Issue,No,Other,More on Alumni who helped to build the institution of today.  Seems nothing occurred prior to 2000.,NA,NA,1,NA,1,NA,1,1,NA,NA,1,NA,66+,1,NA,NA,NA,NA,NA,NA,NA,NA,5-10+ Articles,Alumni over 35,4
1,1,NA,NA,NA,NA,NA,NA,1,NA,Print issues,3,3,3,3,3,4,4,4,4,4,Neutral,0,Email,I don't know/I'm not sure,I don't use the website,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,66+,1,NA,NA,NA,NA,1,1,NA,NA,0-4 articles,Alumni over 35,1
NA,1,NA,NA,NA,NA,NA,NA,NA,NA,Print issues,3,3,3,3,3,3,3,3,3,3,Neutral,0,Word of Mouth,Yes,It is currently engaging,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,NA,50-65,NA,NA,NA,1,NA,NA,NA,NA,NA,0-4 articles,Other,1
1,1,1,NA,NA,1,NA,NA,NA,NA,Both,2,4,4,4,4,4,5,5,4,4,Neutral,5,Email,Yes,I don't know/I'm not sure,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,66+,NA,NA,NA,1,NA,NA,NA,NA,NA,5-10+ Articles,Other,1
1,1,NA,NA,NA,NA,NA,NA,NA,NA,Both,3,4,4,4,4,4,4,4,4,4,Agree,15,Email,Yes,It is currently engaging,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,2,NA,50-65,1,NA,NA,NA,NA,NA,1,NA,NA,5-10+ Articles,Alumni over 35,2
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Print issues,3,4,3,1,1,1,1,1,1,1,Agree,10,Link within printed Issue,I don't know/I'm not sure,I don't use the website,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,I am in my 80s and enjoy see how GVSU has progressed.  It makes me proud to have been a graduate and it brings back good memories.,66+,1,NA,NA,NA,NA,NA,NA,NA,NA,5-10+ Articles,Alumni over 35,1
1,1,NA,NA,NA,NA,NA,NA,NA,NA,Both,2,1,4,5,5,4,5,4,5,5,Agree,7,Email,Yes,It is currently engaging,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,50-65,NA,NA,NA,1,NA,NA,NA,NA,NA,5-10+ Articles,Other,3
1,1,NA,NA,NA,NA,NA,NA,NA,NA,Both,2,3,3,4,4,3,4,4,4,4,Agree,8,Email,Yes,I don't know/I'm not sure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,50-65,NA,NA,NA,1,NA,NA,NA,NA,NA,5-10+ Articles,Other,1
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Print issues,3,4,5,5,4,4,5,5,5,5,Agree,2,Link within printed Issue,No,I don't use the website,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,17-24,1,NA,NA,NA,NA,NA,NA,NA,NA,0-4 articles,Other,1
NA,1,NA,NA,1,NA,1,NA,NA,NA,GVM Website,1,5,5,5,5,5,3,3,3,3,Agree,4,Email,Yes,It is currently engaging,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,50-65,NA,NA,NA,1,NA,NA,NA,NA,NA,0-4 articles,Other,1
NA,NA,NA,NA,NA,NA,1,NA,NA,NA,I don't read the GVM,1,3,3,3,3,3,3,3,3,3,Neutral,4,Social Media,No,I don't know/I'm not sure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,36-49,1,NA,NA,NA,NA,NA,NA,NA,NA,0-4 articles,Alumni over 35,1
1,1,NA,NA,NA,NA,NA,NA,NA,NA,Print issues,2,5,3,3,5,4,4,4,4,4,Neutral,2,Email,No,I don't know/I'm not sure,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,50-65,1,NA,NA,NA,NA,NA,NA,NA,NA,0-4 articles,Alumni over 35,1
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Print issues,2,3,3,3,3,3,5,5,5,5,Neutral,0,NA,I don't know/I'm not sure,I don't use the website,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,36-49,1,NA,NA,NA,NA,NA,1,NA,NA,0-4 articles,Alumni over 35,2
1,NA,NA,NA,1,1,1,NA,NA,NA,Print issues,2,4,5,5,5,5,4,5,5,5,Agree,0,Social Media,Yes,I don't use the website,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,The magazine could include recent research or news from specific departments. Or spotlights on student research.,25-35,1,NA,NA,NA,NA,NA,NA,NA,NA,0-4 articles,Other,3
1,1,NA,NA,NA,NA,1,NA,NA,NA,Print issues,2,3,3,3,4,4,5,4,4,4,Agree,0,Social Media,Yes,I don't use the website,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,36-49,1,NA,NA,NA,NA,NA,NA,NA,NA,0-4 articles,Alumni over 35,1
1,NA,1,NA,NA,NA,NA,NA,NA,NA,GVM Website,3,5,5,5,5,5,5,5,5,5,Agree,15,Email,Yes,It is currently engaging,NA,NA,1,1,1,NA,1,NA,NA,NA,NA,2,NA,50-65,1,NA,NA,1,NA,NA,NA,NA,NA,5-10+ Articles,Alumni over 35,4
NA,NA,NA,NA,NA,1,NA,NA,NA,NA,I don't read the GVM,0,3,3,3,3,3,1,4,3,3,Disagree,0,Social Media,Yes,I don't use the website,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,25-35,1,NA,NA,NA,1,NA,NA,NA,NA,0-4 articles,Other,1
1,NA,NA,NA,NA,NA,NA,NA,1,I did not receive the magazine yet,I don't read the GVM,1,3,3,3,3,3,3,3,3,3,Neutral,0,NA,I don't know/I'm not sure,Other,Please send me the magazine.  I called the school and request it but still have not received anything.,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,50-65,NA,NA,NA,NA,NA,NA,NA,1,NA,0-4 articles,Other,1
1,1,NA,1,NA,NA,NA,NA,NA,NA,Both,2,3,4,3,3,5,5,3,4,5,Neutral,2,NA,No,I don't know/I'm not sure,NA,1,1,1,NA,NA,1,NA,NA,NA,NA,1,NA,36-49,1,NA,NA,NA,NA,NA,NA,NA,NA,0-4 articles,Alumni over 35,4
1,1,NA,NA,NA,NA,1,NA,NA,NA,Print issues,2,3,3,4,4,5,3,5,3,4,Neutral,0,Social Media,No,I don't know/I'm not sure,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,50-65,NA,NA,NA,1,NA,NA,NA,NA,NA,0-4 articles,Other,1
NA,1,NA,NA,NA,1,NA,NA,NA,NA,I don't read the GVM,0,3,3,3,3,3,3,3,3,3,Neutral,0,Word of Mouth,No,I don't use the website,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,17-24,NA,1,NA,NA,NA,NA,NA,NA,NA,0-4 articles,Other,1
1,1,1,1,NA,1,1,NA,NA,NA,Both,3,2,2,5,4,4,4,5,4,4,Neutral,5,Social Media,Yes,Easier navigation,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,50-65,1,NA,NA,1,1,NA,NA,NA,NA,5-10+ Articles,Alumni over 35,4
NA,1,NA,NA,NA,NA,NA,NA,NA,NA,I don't read the GVM,0,5,3,3,5,5,5,3,5,5,Agree,2,Email,No,I don't know/I'm not sure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,No,50-65,NA,NA,NA,1,NA,NA,NA,NA,NA,0-4 articles,Other,1
NA,1,1,NA,NA,NA,NA,NA,NA,NA,GVM Website,3,3,3,3,4,3,3,3,4,3,Neutral,5,Link within printed Issue,Yes,It is currently engaging,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2,NA,66+,1,NA,NA,NA,NA,NA,NA,NA,NA,5-10+ Articles,Alumni over 35,1
1,NA,NA,NA,NA,NA,NA,NA,1,Snail mail invites,Print issues,3,3,3,3,3,3,4,5,3,5,Disagree,1,Link within printed Issue,I don't know/I'm not sure,I don't use the website,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"I am from Class of 1973; would like more articles about pre-2000 activities, studenrs, and professors (like the article about the Seegerss).",66+,1,NA,NA,NA,NA,NA,1,NA,NA,0-4 articles,Alumni over 35,1
NA,1,1,NA,NA,NA,NA,NA,NA,NA,GVM Website,0,3,3,3,3,3,3,3,3,3,Disagree,3,Email,Yes,I don't know/I'm not sure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,50-65,NA,NA,NA,1,NA,NA,NA,NA,NA,0-4 articles,Other,1
1,NA,NA,NA,NA,NA,NA,1,NA,NA,Print issues,1,4,5,5,1,2,4,5,1,2,Disagree,0,Social Media,I don't know/I'm not sure,More specific recommendations,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,17-24,NA,1,NA,NA,NA,NA,NA,NA,NA,0-4 articles,Other,1
NA,1,NA,NA,NA,NA,NA,NA,NA,NA,I don't read the GVM,0,2,2,2,2,2,2,2,2,2,Disagree,0,Email,No,I don't know/I'm not sure,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2,NA,17-24,NA,1,NA,NA,NA,NA,NA,NA,NA,0-4 articles,Other,1
NA,NA,NA,NA,NA,1,NA,NA,NA,NA,I don't read the GVM,0,3,3,4,4,4,3,4,4,3,Neutral,1,Link within printed Issue,Yes,I don't use the website,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,I do not want to receive the print version. I would like a link to the web version.,66+,1,1,1,1,1,NA,NA,NA,NA,0-4 articles,Alumni over 35,1
NA,NA,NA,NA,NA,NA,1,NA,NA,NA,I don't read the GVM,0,3,3,3,1,3,1,3,1,1,Disagree,0,Link within printed Issue,Yes,I don't use the website,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,25-35,1,NA,NA,NA,NA,NA,NA,NA,NA,0-4 articles,Other,1
NA,NA,NA,NA,1,NA,NA,NA,1,word of mouth,I don't read the GVM,0,3,3,3,3,3,3,3,3,3,Neutral,0,Word of Mouth,I don't know/I'm not sure,I don't use the website,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,i dont even know what the magnizine is,17-24,NA,1,NA,NA,NA,NA,NA,NA,NA,0-4 articles,Other,1
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Print issues,1,3,4,3,4,4,3,3,3,3,Neutral,2,Social Media,No,It is currently engaging,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,36-49,1,NA,NA,NA,NA,NA,NA,NA,NA,0-4 articles,Alumni over 35,1
NA,1,NA,NA,NA,1,NA,NA,1,faculty,I don't read the GVM,0,1,3,3,2,3,2,3,1,3,Disagree,0,NA,I don't know/I'm not sure,Other,there never seems to be anything worthwhile related to my major or interests,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,25-35,NA,NA,1,NA,NA,NA,NA,NA,NA,0-4 articles,Other,1
1,NA,NA,NA,NA,NA,1,NA,NA,NA,Print issues,2,4,4,3,3,4,4,4,5,5,Agree,0,Word of Mouth,No,I don't use the website,NA,1,NA,NA,1,NA,NA,1,NA,NA,NA,2,NA,25-35,1,NA,NA,NA,NA,NA,NA,NA,NA,0-4 articles,Other,3
